sequence_id,dataset,action_label,risk_level,mean_torso_inclination,std_torso_inclination,knee_hip_drop_ratio,ankle_motion,mean_body_height,std_body_height_norm,mean_joint_speed,std_hip_y,posture
S012C002P019R001A042,NTU,staggering,moderate_risk,16.0491,6.5978,0.2794,0.0205,5.6585,0.0716,0.0767,0.0287,Walking
S012C002P019R001A043,NTU,falling_down,high_risk,31.1199,15.0803,0.2345,0.0277,3.9731,0.2243,0.0881,0.1109,Lying
S012C002P019R002A008,NTU,sit_down,low_risk,7.482,9.1564,0.1124,0.0318,3.7964,0.1552,0.1385,0.1538,Sitting
S012C002P019R002A009,NTU,stand_up,low_risk,2.0847,1.2726,0.1245,0.0077,4.1573,0.2066,0.0457,0.1021,Standing
S012C002P019R002A042,NTU,staggering,moderate_risk,3.7105,3.506,0.2431,0.0134,5.5057,0.0203,0.0526,0.0162,Walking
S012C002P019R002A043,NTU,falling_down,high_risk,15.347,15.689,0.2093,0.0233,3.8417,0.3026,0.07,0.2415,Lying
S012C002P025R001A008,NTU,sit_down,low_risk,12.0684,13.4569,0.2095,0.0179,3.649,0.173,0.0691,0.0675,Sitting
S012C002P025R001A009,NTU,stand_up,low_risk,9.4641,10.0169,0.1355,0.0143,4.2672,0.17,0.0575,0.0367,Standing
S012C002P025R001A042,NTU,staggering,moderate_risk,21.1429,13.1769,0.268,0.0253,4.8119,0.116,0.1154,0.1548,Walking
S012C002P025R001A043,NTU,falling_down,high_risk,41.3131,18.0719,0.1969,0.0148,4.284,0.2624,0.0722,0.2603,Lying
S012C002P025R002A008,NTU,sit_down,low_risk,10.6442,9.8058,0.1658,0.0126,4.3377,0.1498,0.0638,0.1289,Sitting
S012C002P025R002A009,NTU,stand_up,low_risk,7.7647,6.9417,0.1808,0.0156,4.6968,0.2071,0.0623,0.1412,Standing
S012C002P025R002A042,NTU,staggering,moderate_risk,7.1975,7.1045,0.2744,0.0212,5.2681,0.1191,0.1352,0.1632,Walking
S012C002P025R002A043,NTU,falling_down,high_risk,27.7723,17.6462,0.2219,0.0167,3.7956,0.333,0.0752,0.302,Lying
S012C002P027R001A008,NTU,sit_down,low_risk,28.248,26.5532,0.1798,0.0133,4.0717,0.1721,0.0587,0.1819,Sitting
S012C002P027R001A009,NTU,stand_up,low_risk,26.485,25.766,0.2285,0.015,4.8206,0.2128,0.0659,0.2075,Standing
S012C002P027R001A042,NTU,staggering,moderate_risk,21.9101,13.3098,0.2221,0.0187,5.307,0.07,0.076,0.0889,Walking
S012C002P027R001A043,NTU,falling_down,high_risk,30.2657,19.3865,0.1465,0.0299,4.3249,0.2543,0.0965,0.1984,Lying
S012C002P027R002A008,NTU,sit_down,low_risk,21.7332,30.6571,0.1845,0.0189,4.0964,0.2482,0.0853,0.3676,Sitting
S012C002P027R002A009,NTU,stand_up,low_risk,4.2188,2.7669,0.211,0.0047,4.8243,0.2175,0.0318,0.2118,Standing
S012C002P027R002A042,NTU,staggering,moderate_risk,9.7529,6.6162,0.2582,0.0261,4.8886,0.1016,0.1001,0.1446,Walking
S012C002P027R002A043,NTU,falling_down,high_risk,13.8521,11.6845,0.1865,0.0211,4.1577,0.2615,0.094,0.2526,Lying
S012C002P028R001A008,NTU,sit_down,low_risk,15.682,8.9928,0.1592,0.0201,4.6162,0.073,0.0775,0.0684,Sitting
S012C002P028R001A009,NTU,stand_up,low_risk,10.1245,8.578,0.2391,0.0154,6.3858,0.1183,0.0721,0.0836,Standing
S012C002P028R001A042,NTU,staggering,moderate_risk,21.8425,9.0437,0.2588,0.0254,5.2846,0.0421,0.113,0.1075,Walking
S012C002P028R001A043,NTU,falling_down,high_risk,37.0175,24.4444,0.1978,0.0386,3.8261,0.3009,0.105,0.2375,Lying
S012C002P028R002A008,NTU,sit_down,low_risk,3.6903,5.4709,0.1517,0.0099,4.6844,0.1018,0.0468,0.1067,Sitting
S012C002P028R002A009,NTU,stand_up,low_risk,8.3701,7.2611,0.1943,0.005,5.1398,0.1081,0.0277,0.0788,Standing
S012C002P028R002A042,NTU,staggering,moderate_risk,3.7193,3.1173,0.2746,0.0277,4.8695,0.0703,0.1356,0.107,Walking
S012C002P028R002A043,NTU,falling_down,high_risk,18.4597,19.6037,0.3066,0.0216,4.2673,0.1208,0.1077,0.2942,Lying
S012C002P037R001A008,NTU,sit_down,low_risk,14.3892,9.0364,0.1632,0.016,3.8412,0.1852,0.0562,0.0453,Sitting
S012C002P037R001A009,NTU,stand_up,low_risk,22.426,13.959,0.2278,0.0201,4.4256,0.2073,0.0635,0.1172,Standing
S012C002P037R001A042,NTU,staggering,moderate_risk,3.9621,4.0754,0.298,0.0156,5.8944,0.0218,0.0786,0.084,Walking
S012C002P037R001A043,NTU,falling_down,high_risk,13.9826,10.6643,0.2537,0.0181,5.2248,0.2651,0.0862,0.0933,Lying
S012C002P037R002A008,NTU,sit_down,low_risk,4.7226,3.5384,0.1179,0.007,4.0848,0.1603,0.0433,0.1341,Sitting
S012C002P037R002A009,NTU,stand_up,low_risk,8.9121,11.6964,0.1701,0.0103,4.3515,0.2371,0.0753,0.1566,Standing
S012C002P037R002A042,NTU,staggering,moderate_risk,3.5908,2.4712,0.2268,0.0136,5.4352,0.0376,0.047,0.0102,Walking
S012C002P037R002A043,NTU,falling_down,high_risk,9.7278,6.3815,0.2119,0.0166,3.7943,0.2014,0.0785,0.1442,Lying
S012C003P007R001A008,NTU,sit_down,low_risk,2.5619,3.3756,0.1313,0.0079,5.0096,0.0935,0.0494,0.1441,Sitting
S012C003P007R001A009,NTU,stand_up,low_risk,2.5613,2.3267,0.1718,0.0045,5.5069,0.1731,0.032,0.038,Standing
S012C003P007R001A042,NTU,staggering,moderate_risk,8.6894,6.1821,0.2116,0.0145,5.3236,0.0291,0.0666,0.0597,Walking
S012C003P007R001A043,NTU,falling_down,high_risk,13.3245,9.6756,0.2148,0.026,3.8052,0.3597,0.0753,0.1607,Lying
S012C003P007R002A008,NTU,sit_down,low_risk,16.5177,16.7732,0.182,0.0269,4.1345,0.1864,0.0702,0.1365,Sitting
S012C003P007R002A009,NTU,stand_up,low_risk,10.9815,10.7038,0.1917,0.0197,4.1914,0.1818,0.0514,0.035,Standing
S012C003P007R002A042,NTU,staggering,moderate_risk,35.9358,13.4829,0.2683,0.0265,5.0149,0.0809,0.1332,0.1429,Walking
S012C003P007R002A043,NTU,falling_down,high_risk,31.9246,29.8866,0.271,0.0281,5.0764,0.1939,0.0848,0.3142,Lying
S012C003P008R001A008,NTU,sit_down,low_risk,8.7031,5.1702,0.1211,0.0203,4.1883,0.1486,0.104,0.1566,Sitting
S012C003P008R001A009,NTU,stand_up,low_risk,3.6374,3.9341,0.1587,0.0092,4.3065,0.2112,0.0634,0.0869,Standing
S012C003P008R001A042,NTU,staggering,moderate_risk,14.2729,8.1947,0.224,0.0336,4.9525,0.0925,0.1763,0.139,Walking
S012C003P008R001A043,NTU,falling_down,high_risk,27.5241,21.9053,0.1802,0.0141,4.8534,0.1705,0.0519,0.1914,Lying
S012C003P008R002A008,NTU,sit_down,low_risk,15.4344,11.3369,0.2058,0.0194,5.0966,0.1457,0.1068,0.1169,Sitting
S012C003P008R002A009,NTU,stand_up,low_risk,40.1543,16.9539,0.2183,0.0346,3.5263,0.1475,0.1226,0.0994,Standing
S012C003P008R002A042,NTU,staggering,moderate_risk,20.9455,17.7945,0.2877,0.0428,5.571,0.144,0.2476,0.1897,Walking
S012C003P008R002A043,NTU,falling_down,high_risk,15.5246,13.0773,0.3803,0.0339,5.594,0.2997,0.2246,0.2666,Lying
S012C003P015R001A008,NTU,sit_down,low_risk,0.871,0.7306,0.1553,0.0052,4.4569,0.0838,0.0268,0.0267,Sitting
S012C003P015R001A009,NTU,stand_up,low_risk,2.9268,2.4959,0.1805,0.0048,5.0632,0.0967,0.0253,0.0586,Standing
S012C003P015R001A042,NTU,staggering,moderate_risk,3.2449,1.7133,0.2092,0.0122,5.6055,0.0458,0.048,0.0163,Walking
S012C003P015R001A043,NTU,falling_down,high_risk,11.1879,3.7698,0.1915,0.0158,3.7717,0.2353,0.0585,0.1513,Lying
S012C003P015R002A008,NTU,sit_down,low_risk,12.4071,6.9984,0.125,0.0154,3.7982,0.1429,0.0498,0.0641,Sitting
S012C003P015R002A009,NTU,stand_up,low_risk,9.4881,7.931,0.1668,0.0126,3.9467,0.1494,0.0406,0.0615,Standing
S012C003P015R002A042,NTU,staggering,moderate_risk,7.6192,4.0328,0.2959,0.0185,6.3643,0.0485,0.1074,0.0417,Walking
S012C003P015R002A043,NTU,falling_down,high_risk,26.9569,14.927,0.2112,0.0258,4.4875,0.302,0.0927,0.128,Lying
S012C003P016R001A008,NTU,sit_down,low_risk,4.5607,3.2235,0.1254,0.01,4.5163,0.0906,0.0587,0.0862,Sitting
S012C003P016R001A009,NTU,stand_up,low_risk,6.6993,6.4671,0.1854,0.0081,4.7371,0.1471,0.0485,0.0948,Standing
S012C003P016R001A042,NTU,staggering,moderate_risk,2.072,1.5625,0.2084,0.0166,5.4444,0.0274,0.0765,0.0145,Walking
S012C003P016R001A043,NTU,falling_down,high_risk,3.4431,3.4645,0.113,0.0138,3.9103,0.2044,0.0497,0.1077,Lying
S012C003P016R002A008,NTU,sit_down,low_risk,15.5954,14.1561,0.1426,0.0162,4.4926,0.158,0.0693,0.1078,Sitting
S012C003P016R002A009,NTU,stand_up,low_risk,12.6214,8.7607,0.1542,0.014,4.4514,0.1417,0.0696,0.0724,Standing
S012C003P016R002A042,NTU,staggering,moderate_risk,5.8247,3.73,0.2451,0.0358,5.5367,0.09,0.1708,0.0469,Walking
S012C003P016R002A043,NTU,falling_down,high_risk,23.723,10.6518,0.1782,0.0265,4.1504,0.2929,0.0933,0.0706,Lying
S012C003P017R001A008,NTU,sit_down,low_risk,16.8542,18.0307,0.1172,0.036,4.5995,0.1634,0.1275,0.2588,Sitting
S012C003P017R001A009,NTU,stand_up,low_risk,7.8231,6.2491,0.2659,0.0364,5.6832,0.1109,0.1069,0.1173,Standing
S012C003P017R001A042,NTU,staggering,moderate_risk,3.2366,2.0235,0.2776,0.0624,5.0924,0.133,0.1335,0.0268,Walking
S012C003P017R001A043,NTU,falling_down,high_risk,24.4158,17.87,0.1397,0.0669,3.6485,0.2148,0.1012,0.1764,Lying
S012C003P017R002A008,NTU,sit_down,low_risk,11.9882,13.3441,0.1765,0.0725,4.6048,0.1235,0.1612,0.0877,Sitting
S012C003P017R002A009,NTU,stand_up,low_risk,8.9213,10.551,0.2447,0.0546,4.2868,0.1497,0.1194,0.1216,Standing
S012C003P017R002A042,NTU,staggering,moderate_risk,4.1755,3.8964,0.2415,0.0793,5.6245,0.0979,0.2364,0.0377,Walking
S012C003P017R002A043,NTU,falling_down,high_risk,43.4798,23.1525,0.2204,0.0431,3.8613,0.27,0.0907,0.2073,Lying
S012C003P018R001A008,NTU,sit_down,low_risk,4.6838,1.5808,0.1424,0.0084,4.8942,0.0891,0.0365,0.0434,Sitting
S012C003P018R001A009,NTU,stand_up,low_risk,1.024,0.8401,0.1978,0.0054,5.3401,0.1127,0.0251,0.0367,Standing
S012C003P018R001A042,NTU,staggering,moderate_risk,3.4998,2.2264,0.2189,0.0108,5.7205,0.0277,0.041,0.0173,Walking
S012C003P018R001A043,NTU,falling_down,high_risk,21.5917,18.1294,0.1661,0.0162,3.8465,0.3133,0.0634,0.1372,Lying
S012C003P018R002A008,NTU,sit_down,low_risk,8.7707,5.6419,0.1537,0.0082,4.907,0.099,0.0345,0.0561,Sitting
S012C003P018R002A009,NTU,stand_up,low_risk,4.5235,3.4637,0.2429,0.0106,5.5859,0.1039,0.0411,0.0326,Standing
S012C003P018R002A042,NTU,staggering,moderate_risk,9.9716,3.3904,0.2955,0.0157,6.9817,0.0322,0.0794,0.0353,Walking
S012C003P018R002A043,NTU,falling_down,high_risk,21.4338,3.4695,0.1514,0.012,4.9165,0.1957,0.0513,0.0586,Lying
S012C003P019R001A008,NTU,sit_down,low_risk,8.925,12.9238,0.1148,0.0242,4.156,0.1478,0.127,0.2081,Sitting
S012C003P019R001A009,NTU,stand_up,low_risk,3.4607,2.9678,0.1788,0.0098,4.9832,0.1936,0.054,0.1199,Standing
S012C003P019R001A042,NTU,staggering,moderate_risk,2.9822,2.2753,0.2283,0.0097,5.496,0.0269,0.0392,0.0089,Walking
S012C003P019R001A043,NTU,falling_down,high_risk,6.9586,4.5025,0.1674,0.0158,3.517,0.3379,0.0562,0.1157,Lying
S012C003P019R002A008,NTU,sit_down,low_risk,46.8519,19.0911,0.2091,0.0202,3.744,0.1284,0.0572,0.2118,Sitting
S012C003P019R002A009,NTU,stand_up,low_risk,18.1857,7.5994,0.1435,0.0158,4.059,0.2263,0.056,0.0634,Standing
S012C003P019R002A042,NTU,staggering,moderate_risk,6.5722,5.5969,0.2533,0.0125,6.4036,0.0328,0.0755,0.046,Walking
S012C003P019R002A043,NTU,falling_down,high_risk,28.3085,18.5318,0.2623,0.0145,5.1541,0.2072,0.0509,0.1792,Lying
S012C003P025R001A008,NTU,sit_down,low_risk,3.3409,2.3069,0.1578,0.0076,4.4436,0.1566,0.0502,0.1465,Sitting
S012C003P025R001A009,NTU,stand_up,low_risk,4.5262,3.0222,0.179,0.0047,4.8381,0.1718,0.0359,0.0677,Standing
S012C003P025R001A042,NTU,staggering,moderate_risk,7.1351,8.6775,0.2335,0.0239,5.1712,0.1452,0.152,0.1556,Walking
S012C003P025R001A043,NTU,falling_down,high_risk,15.9249,10.1278,0.2424,0.0115,4.4099,0.2018,0.0774,0.1446,Lying
S012C003P025R002A008,NTU,sit_down,low_risk,10.5054,7.4708,0.2173,0.0231,3.2612,0.2022,0.0679,0.0689,Sitting
S012C003P025R002A009,NTU,stand_up,low_risk,9.7571,8.8195,0.2698,0.0284,3.7138,0.2945,0.0771,0.0492,Standing
S012C003P025R002A042,NTU,staggering,moderate_risk,24.8263,11.5264,0.2482,0.0183,4.8051,0.1032,0.0882,0.0826,Walking
S012C003P025R002A043,NTU,falling_down,high_risk,49.6302,28.9933,0.2257,0.0345,3.8741,0.3697,0.0993,0.4452,Lying
S012C003P027R001A008,NTU,sit_down,low_risk,12.2561,17.4203,0.1271,0.0186,4.1745,0.2216,0.1037,0.2054,Sitting
S012C003P027R001A009,NTU,stand_up,low_risk,6.7541,12.911,0.1855,0.0144,4.5855,0.2824,0.0894,0.1752,Standing
S012C003P027R001A042,NTU,staggering,moderate_risk,7.1189,5.5868,0.2365,0.0239,5.4438,0.1235,0.1107,0.0499,Walking
S012C003P027R001A043,NTU,falling_down,high_risk,11.7663,21.391,0.3767,0.039,2.8438,0.6079,0.1008,0.2926,Lying
S012C003P027R002A008,NTU,sit_down,low_risk,38.9047,15.7767,0.1078,0.0366,4.6321,0.0775,0.1167,0.1462,Sitting
S012C003P027R002A009,NTU,stand_up,low_risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Standing
S012C003P027R002A042,NTU,staggering,moderate_risk,16.4838,11.2194,0.2544,0.0185,5.1238,0.0616,0.0885,0.0955,Walking
S012C003P027R002A043,NTU,falling_down,high_risk,46.8809,19.6191,0.2526,0.0126,4.2677,0.2826,0.0757,0.2677,Lying
S012C003P028R001A008,NTU,sit_down,low_risk,6.54,8.1507,0.1678,0.0181,4.4642,0.077,0.0797,0.1619,Sitting
S012C003P028R001A009,NTU,stand_up,low_risk,2.8731,3.691,0.2407,0.0158,5.4306,0.1308,0.0599,0.1111,Standing
S012C003P028R001A042,NTU,staggering,moderate_risk,3.681,2.4973,0.2355,0.0186,5.1166,0.0322,0.0759,0.0414,Walking
S012C003P028R001A043,NTU,falling_down,high_risk,7.5955,4.9499,0.1417,0.0262,3.3599,0.3245,0.1054,0.1995,Lying
S012C003P028R002A008,NTU,sit_down,low_risk,6.7568,6.4613,0.109,0.0115,4.6255,0.1254,0.0478,0.0513,Sitting
S012C003P028R002A009,NTU,stand_up,low_risk,5.3936,4.8694,0.178,0.0085,5.6487,0.1412,0.0393,0.04,Standing
S012C003P028R002A042,NTU,staggering,moderate_risk,30.5551,8.5187,0.2549,0.0282,5.085,0.0399,0.1218,0.077,Walking
S012C003P028R002A043,NTU,falling_down,high_risk,39.955,21.6613,0.1366,0.031,3.6802,0.1578,0.0737,0.2104,Lying
S012C003P037R001A008,NTU,sit_down,low_risk,4.1009,2.4289,0.1159,0.0067,4.0112,0.1618,0.0405,0.1506,Sitting
S012C003P037R001A009,NTU,stand_up,low_risk,2.7157,1.7063,0.181,0.0048,4.5262,0.2093,0.0304,0.1252,Standing
S012C003P037R001A042,NTU,staggering,moderate_risk,8.7776,5.2623,0.2169,0.01,5.4808,0.0228,0.0489,0.02,Walking
S012C003P037R001A043,NTU,falling_down,high_risk,19.7331,16.5978,0.2415,0.0235,3.4341,0.3274,0.0679,0.1406,Lying
S012C003P037R002A008,NTU,sit_down,low_risk,21.8945,14.8075,0.1517,0.0202,4.1232,0.1883,0.0778,0.0979,Sitting
S012C003P037R002A009,NTU,stand_up,low_risk,25.9495,18.7956,0.1737,0.0177,4.9095,0.2075,0.0719,0.1664,Standing
S012C003P037R002A042,NTU,staggering,moderate_risk,10.8272,6.0708,0.2319,0.0195,5.786,0.0376,0.0969,0.0536,Walking
S012C003P037R002A043,NTU,falling_down,high_risk,37.7486,17.4432,0.153,0.0216,3.6491,0.281,0.068,0.184,Lying
S013C001P007R001A008,NTU,sit_down,low_risk,5.4203,4.2477,0.2331,0.0074,6.2106,0.0676,0.0343,0.0279,Sitting
S013C001P007R001A009,NTU,stand_up,low_risk,8.9689,7.3753,0.2165,0.0081,5.9275,0.1014,0.0581,0.0504,Standing
S013C001P007R001A042,NTU,staggering,moderate_risk,7.6706,6.4299,0.2003,0.0193,5.2781,0.072,0.0892,0.0672,Walking
S013C001P007R001A043,NTU,falling_down,high_risk,10.8477,12.0018,0.2003,0.0158,4.954,0.2731,0.0836,0.2592,Lying
S013C001P007R002A008,NTU,sit_down,low_risk,9.3116,6.6428,0.1754,0.0133,5.2832,0.0965,0.0577,0.1222,Sitting
S013C001P007R002A009,NTU,stand_up,low_risk,14.1188,14.7242,0.1193,0.0128,5.0505,0.1215,0.059,0.1918,Standing
S013C001P007R002A042,NTU,staggering,moderate_risk,9.8789,7.1592,0.2264,0.008,5.6897,0.0508,0.0499,0.041,Walking
S013C001P007R002A043,NTU,falling_down,high_risk,32.1917,35.2444,0.1856,0.0115,4.8529,0.2799,0.0519,0.4248,Lying
S013C001P008R001A008,NTU,sit_down,low_risk,10.1891,7.2517,0.1856,0.0069,5.1573,0.1,0.0466,0.0457,Sitting
S013C001P008R001A009,NTU,stand_up,low_risk,8.8032,6.6483,0.1654,0.0046,5.4147,0.0711,0.0302,0.0465,Standing
S013C001P008R001A042,NTU,staggering,moderate_risk,35.6012,30.5378,0.2566,0.0296,4.9393,0.1732,0.1519,0.3919,Walking
S013C001P008R001A043,NTU,falling_down,high_risk,20.0358,12.1843,0.1878,0.013,4.3515,0.2668,0.053,0.1295,Lying
S013C001P008R002A008,NTU,sit_down,low_risk,3.8408,2.7058,0.154,0.0107,5.1658,0.0635,0.0519,0.092,Sitting
S013C001P008R002A009,NTU,stand_up,low_risk,6.4399,5.4106,0.1122,0.0089,5.0123,0.0998,0.0465,0.0564,Standing
S013C001P008R002A042,NTU,staggering,moderate_risk,11.6025,8.9796,0.2357,0.0138,4.7332,0.1164,0.0933,0.0881,Walking
S013C001P008R002A043,NTU,falling_down,high_risk,15.1087,14.5829,0.1831,0.0086,5.3714,0.1601,0.0454,0.141,Lying
S013C001P015R001A008,NTU,sit_down,low_risk,5.1872,3.1697,0.1795,0.0096,4.7249,0.1053,0.04,0.0443,Sitting
S013C001P015R001A009,NTU,stand_up,low_risk,9.1819,7.4484,0.0878,0.0085,4.0841,0.0994,0.0323,0.0325,Standing
S013C001P015R001A042,NTU,staggering,moderate_risk,4.4671,2.358,0.2279,0.0123,5.4516,0.0404,0.0483,0.0129,Walking
S013C001P015R001A043,NTU,falling_down,high_risk,12.4638,10.6407,0.189,0.0077,5.0942,0.1781,0.044,0.1865,Lying
S013C001P015R002A008,NTU,sit_down,low_risk,12.3711,9.9367,0.1997,0.0069,5.1366,0.1016,0.0285,0.0377,Sitting
S013C001P015R002A009,NTU,stand_up,low_risk,7.6895,5.6281,0.094,0.0071,4.49,0.0959,0.0248,0.0255,Standing
S013C001P015R002A042,NTU,staggering,moderate_risk,2.7867,2.0045,0.2634,0.0129,5.8275,0.0363,0.0598,0.0229,Walking
S013C001P015R002A043,NTU,falling_down,high_risk,16.1529,14.4883,0.207,0.008,5.1294,0.2292,0.0414,0.0948,Lying
S013C001P016R001A008,NTU,sit_down,low_risk,8.3094,5.4839,0.1962,0.0065,4.7227,0.1308,0.0329,0.0731,Sitting
S013C001P016R001A009,NTU,stand_up,low_risk,6.9155,5.5382,0.0783,0.0045,4.2276,0.0889,0.0287,0.0621,Standing
S013C001P016R001A042,NTU,staggering,moderate_risk,5.1888,4.1864,0.2242,0.0477,5.448,0.1158,0.1913,0.0919,Walking
S013C001P016R001A043,NTU,falling_down,high_risk,13.2818,13.351,0.2105,0.0136,5.0221,0.2331,0.055,0.1452,Lying
S013C001P016R002A008,NTU,sit_down,low_risk,4.6502,5.308,0.1641,0.0048,4.6547,0.1168,0.0313,0.0432,Sitting
S013C001P016R002A009,NTU,stand_up,low_risk,11.5993,6.8588,0.1092,0.0053,4.3307,0.1318,0.0311,0.0634,Standing
S013C001P016R002A042,NTU,staggering,moderate_risk,2.9085,2.9343,0.2225,0.0157,5.3184,0.0291,0.0645,0.0257,Walking
S013C001P016R002A043,NTU,falling_down,high_risk,13.1594,13.9383,0.1773,0.0102,4.6157,0.2395,0.042,0.1475,Lying
S013C001P017R001A008,NTU,sit_down,low_risk,1.6023,1.4166,0.2134,0.0086,5.1306,0.1148,0.0646,0.0631,Sitting
S013C001P017R001A009,NTU,stand_up,low_risk,5.2815,4.1619,0.1357,0.004,4.9872,0.1015,0.0321,0.0464,Standing
S013C001P017R001A042,NTU,staggering,moderate_risk,3.5231,2.5136,0.2098,0.017,5.5486,0.0178,0.0854,0.019,Walking
S013C001P017R001A043,NTU,falling_down,high_risk,16.9019,14.9035,0.194,0.0092,5.0674,0.1332,0.0484,0.1216,Lying
S013C001P017R002A008,NTU,sit_down,low_risk,6.4394,5.6467,0.2004,0.0055,5.076,0.0987,0.0326,0.0524,Sitting
S013C001P017R002A009,NTU,stand_up,low_risk,7.6103,2.2808,0.0552,0.0043,4.4107,0.0629,0.0265,0.0429,Standing
S013C001P017R002A042,NTU,staggering,moderate_risk,3.1831,2.0141,0.2155,0.0105,5.5056,0.0158,0.0615,0.018,Walking
S013C001P017R002A043,NTU,falling_down,high_risk,2.8562,2.1366,0.1587,0.0135,5.0512,0.1798,0.0492,0.1178,Lying
S013C001P018R001A008,NTU,sit_down,low_risk,3.1411,2.0588,0.1616,0.0134,4.3638,0.1335,0.053,0.0595,Sitting
S013C001P018R001A009,NTU,stand_up,low_risk,4.5335,1.912,0.0981,0.0088,4.1893,0.1086,0.0447,0.0401,Standing
S013C001P018R001A042,NTU,staggering,moderate_risk,5.0637,0.2431,0.5776,0.0129,2.0205,0.0219,0.0577,0.0278,Walking
S013C001P018R001A043,NTU,falling_down,high_risk,4.8395,0.3694,0.5767,0.0071,1.9834,0.0101,0.0319,0.0255,Lying
S013C001P018R002A008,NTU,sit_down,low_risk,8.7119,7.5105,0.2471,0.0079,5.1182,0.1148,0.0543,0.0955,Sitting
S013C001P018R002A009,NTU,stand_up,low_risk,4.6193,2.3316,0.2018,0.0066,4.804,0.0996,0.0376,0.0449,Standing
S013C001P018R002A042,NTU,staggering,moderate_risk,3.8235,2.3833,0.2433,0.0269,5.1234,0.0365,0.1213,0.0521,Walking
S013C001P018R002A043,NTU,falling_down,high_risk,5.4689,3.228,0.221,0.0175,4.0793,0.3039,0.0648,0.1114,Lying
S013C001P019R001A008,NTU,sit_down,low_risk,12.2418,9.5951,0.2102,0.0091,4.5373,0.1541,0.0456,0.0781,Sitting
S013C001P019R001A009,NTU,stand_up,low_risk,6.1304,3.7371,0.1282,0.0065,4.2691,0.1877,0.0372,0.032,Standing
S013C001P019R001A042,NTU,staggering,moderate_risk,5.7458,1.9091,0.2291,0.009,5.4888,0.0255,0.0347,0.0166,Walking
S013C001P019R001A043,NTU,falling_down,high_risk,5.996,2.718,0.2063,0.0103,4.6504,0.2533,0.0383,0.1383,Lying
S013C001P019R002A008,NTU,sit_down,low_risk,12.0072,7.4029,0.2328,0.0078,4.6281,0.169,0.0342,0.0607,Sitting
S013C001P019R002A009,NTU,stand_up,low_risk,7.5596,6.2961,0.0809,0.0073,4.1351,0.1174,0.0333,0.0369,Standing
S013C001P019R002A042,NTU,staggering,moderate_risk,3.1228,2.1052,0.24,0.0082,5.6995,0.0184,0.0406,0.0191,Walking
S013C001P019R002A043,NTU,falling_down,high_risk,8.9996,6.8424,0.1992,0.0079,4.9868,0.2145,0.0331,0.1337,Lying
S013C001P025R001A008,NTU,sit_down,low_risk,8.3493,7.1792,0.179,0.0129,4.4294,0.1985,0.0622,0.0654,Sitting
S013C001P025R001A009,NTU,stand_up,low_risk,5.3014,5.1742,0.1099,0.0124,4.52,0.1082,0.0477,0.0436,Standing
S013C001P025R001A042,NTU,staggering,moderate_risk,12.0799,15.5318,0.2807,0.0161,5.4909,0.1374,0.1106,0.2421,Walking
S013C001P025R001A043,NTU,falling_down,high_risk,30.3893,31.5148,0.3491,0.0197,5.4633,0.1948,0.0615,0.5553,Lying
S013C001P025R002A008,NTU,sit_down,low_risk,7.0428,5.216,0.1607,0.0167,4.4913,0.1961,0.0707,0.1512,Sitting
S013C001P025R002A009,NTU,stand_up,low_risk,8.2961,5.5085,0.0921,0.0136,4.5591,0.1519,0.0554,0.0807,Standing
S013C001P025R002A042,NTU,staggering,moderate_risk,14.9293,15.3294,0.2528,0.0144,5.7224,0.1162,0.0729,0.1181,Walking
S013C001P025R002A043,NTU,falling_down,high_risk,5.7393,4.9146,0.3028,0.0099,4.7558,0.3372,0.0707,0.1607,Lying
S013C001P027R001A008,NTU,sit_down,low_risk,9.7308,8.6385,0.1915,0.007,4.8524,0.1939,0.0364,0.0958,Sitting
S013C001P027R001A009,NTU,stand_up,low_risk,10.1208,8.3286,0.129,0.0066,4.0947,0.1964,0.0322,0.0773,Standing
S013C001P027R001A042,NTU,staggering,moderate_risk,11.7987,11.6931,0.2567,0.0125,5.5958,0.1123,0.057,0.0786,Walking
S013C001P027R001A043,NTU,falling_down,high_risk,7.735,6.6827,0.2093,0.0164,5.1018,0.2837,0.0723,0.1334,Lying
S013C001P027R002A008,NTU,sit_down,low_risk,15.5041,12.9033,0.1901,0.0075,4.9201,0.2151,0.0399,0.1351,Sitting
S013C001P027R002A009,NTU,stand_up,low_risk,8.3123,7.7032,0.1146,0.0066,4.5921,0.1976,0.0279,0.0446,Standing
S013C001P027R002A042,NTU,staggering,moderate_risk,10.6358,7.0749,0.2391,0.0111,5.4544,0.0525,0.046,0.0436,Walking
S013C001P027R002A043,NTU,falling_down,high_risk,18.389,18.6276,0.1913,0.01,5.0072,0.2612,0.0443,0.1654,Lying
S013C001P028R001A008,NTU,sit_down,low_risk,7.3733,5.9108,0.2188,0.0076,4.9289,0.1233,0.0427,0.0387,Sitting
S013C001P028R001A009,NTU,stand_up,low_risk,9.2851,8.2179,0.0993,0.0063,4.5432,0.1202,0.0391,0.0584,Standing
S013C001P028R001A042,NTU,staggering,moderate_risk,15.1128,8.0868,0.242,0.019,5.1606,0.0509,0.1194,0.0911,Walking
S013C001P028R001A043,NTU,falling_down,high_risk,8.2161,10.498,0.2415,0.0225,4.2539,0.4246,0.0858,0.1532,Lying
