sequence_id,dataset,action_code,label,risk_level,frame_count,joint_count,coordinate_count,pose_shape,pose_array_path
S013C001P017R001A042,NTU,A042,staggering,moderate_risk,166,25,3,"(166, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P017R001A042.npy
S013C001P017R001A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P017R001A043.npy
S013C001P017R002A008,NTU,A008,sit_down,low_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P017R002A008.npy
S013C001P017R002A009,NTU,A009,stand_up,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P017R002A009.npy
S013C001P017R002A042,NTU,A042,staggering,moderate_risk,115,25,3,"(115, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P017R002A042.npy
S013C001P017R002A043,NTU,A043,falling_down,high_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P017R002A043.npy
S013C001P018R001A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P018R001A008.npy
S013C001P018R001A009,NTU,A009,stand_up,low_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P018R001A009.npy
S013C001P018R001A042,NTU,A042,staggering,moderate_risk,84,25,3,"(84, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P018R001A042.npy
S013C001P018R001A043,NTU,A043,falling_down,high_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P018R001A043.npy
S013C001P018R002A008,NTU,A008,sit_down,low_risk,55,25,3,"(55, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P018R002A008.npy
S013C001P018R002A009,NTU,A009,stand_up,low_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P018R002A009.npy
S013C001P018R002A042,NTU,A042,staggering,moderate_risk,122,25,3,"(122, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P018R002A042.npy
S013C001P018R002A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P018R002A043.npy
S013C001P019R001A008,NTU,A008,sit_down,low_risk,69,25,3,"(69, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P019R001A008.npy
S013C001P019R001A009,NTU,A009,stand_up,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P019R001A009.npy
S013C001P019R001A042,NTU,A042,staggering,moderate_risk,81,25,3,"(81, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P019R001A042.npy
S013C001P019R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P019R001A043.npy
S013C001P019R002A008,NTU,A008,sit_down,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P019R002A008.npy
S013C001P019R002A009,NTU,A009,stand_up,low_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P019R002A009.npy
S013C001P019R002A042,NTU,A042,staggering,moderate_risk,122,25,3,"(122, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P019R002A042.npy
S013C001P019R002A043,NTU,A043,falling_down,high_risk,56,25,3,"(56, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P019R002A043.npy
S013C001P025R001A008,NTU,A008,sit_down,low_risk,73,25,3,"(73, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P025R001A008.npy
S013C001P025R001A009,NTU,A009,stand_up,low_risk,72,25,3,"(72, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P025R001A009.npy
S013C001P025R001A042,NTU,A042,staggering,moderate_risk,88,25,3,"(88, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P025R001A042.npy
S013C001P025R001A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P025R001A043.npy
S013C001P025R002A008,NTU,A008,sit_down,low_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P025R002A008.npy
S013C001P025R002A009,NTU,A009,stand_up,low_risk,79,25,3,"(79, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P025R002A009.npy
S013C001P025R002A042,NTU,A042,staggering,moderate_risk,79,25,3,"(79, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P025R002A042.npy
S013C001P025R002A043,NTU,A043,falling_down,high_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P025R002A043.npy
S013C001P027R001A008,NTU,A008,sit_down,low_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P027R001A008.npy
S013C001P027R001A009,NTU,A009,stand_up,low_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P027R001A009.npy
S013C001P027R001A042,NTU,A042,staggering,moderate_risk,69,25,3,"(69, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P027R001A042.npy
S013C001P027R001A043,NTU,A043,falling_down,high_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P027R001A043.npy
S013C001P027R002A008,NTU,A008,sit_down,low_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P027R002A008.npy
S013C001P027R002A009,NTU,A009,stand_up,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P027R002A009.npy
S013C001P027R002A042,NTU,A042,staggering,moderate_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P027R002A042.npy
S013C001P027R002A043,NTU,A043,falling_down,high_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P027R002A043.npy
S013C001P028R001A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P028R001A008.npy
S013C001P028R001A009,NTU,A009,stand_up,low_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P028R001A009.npy
S013C001P028R001A042,NTU,A042,staggering,moderate_risk,132,25,3,"(132, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P028R001A042.npy
S013C001P028R001A043,NTU,A043,falling_down,high_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P028R001A043.npy
S013C001P028R002A008,NTU,A008,sit_down,low_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P028R002A008.npy
S013C001P028R002A009,NTU,A009,stand_up,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P028R002A009.npy
S013C001P028R002A042,NTU,A042,staggering,moderate_risk,107,25,3,"(107, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P028R002A042.npy
S013C001P028R002A043,NTU,A043,falling_down,high_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P028R002A043.npy
S013C001P037R001A008,NTU,A008,sit_down,low_risk,69,25,3,"(69, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P037R001A008.npy
S013C001P037R001A009,NTU,A009,stand_up,low_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P037R001A009.npy
S013C001P037R001A042,NTU,A042,staggering,moderate_risk,120,25,3,"(120, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P037R001A042.npy
S013C001P037R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P037R001A043.npy
S013C001P037R002A008,NTU,A008,sit_down,low_risk,64,25,3,"(64, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C001P037R002A008.npy
S013C001P037R002A009,NTU,A009,stand_up,low_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C001P037R002A009.npy
S013C001P037R002A042,NTU,A042,staggering,moderate_risk,103,25,3,"(103, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C001P037R002A042.npy
S013C001P037R002A043,NTU,A043,falling_down,high_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C001P037R002A043.npy
S013C002P007R001A008,NTU,A008,sit_down,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P007R001A008.npy
S013C002P007R001A009,NTU,A009,stand_up,low_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P007R001A009.npy
S013C002P007R001A042,NTU,A042,staggering,moderate_risk,118,25,3,"(118, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P007R001A042.npy
S013C002P007R001A043,NTU,A043,falling_down,high_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P007R001A043.npy
S013C002P007R002A008,NTU,A008,sit_down,low_risk,92,25,3,"(92, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P007R002A008.npy
S013C002P007R002A009,NTU,A009,stand_up,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P007R002A009.npy
S013C002P007R002A042,NTU,A042,staggering,moderate_risk,96,25,3,"(96, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P007R002A042.npy
S013C002P007R002A043,NTU,A043,falling_down,high_risk,61,25,3,"(61, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P007R002A043.npy
S013C002P008R001A008,NTU,A008,sit_down,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P008R001A008.npy
S013C002P008R001A009,NTU,A009,stand_up,low_risk,62,25,3,"(62, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P008R001A009.npy
S013C002P008R001A042,NTU,A042,staggering,moderate_risk,106,25,3,"(106, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P008R001A042.npy
S013C002P008R001A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P008R001A043.npy
S013C002P008R002A008,NTU,A008,sit_down,low_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P008R002A008.npy
S013C002P008R002A009,NTU,A009,stand_up,low_risk,67,25,3,"(67, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P008R002A009.npy
S013C002P008R002A042,NTU,A042,staggering,moderate_risk,92,25,3,"(92, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P008R002A042.npy
S013C002P008R002A043,NTU,A043,falling_down,high_risk,59,25,3,"(59, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P008R002A043.npy
S013C002P015R001A008,NTU,A008,sit_down,low_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P015R001A008.npy
S013C002P015R001A009,NTU,A009,stand_up,low_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P015R001A009.npy
S013C002P015R001A042,NTU,A042,staggering,moderate_risk,77,25,3,"(77, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P015R001A042.npy
S013C002P015R001A043,NTU,A043,falling_down,high_risk,42,25,3,"(42, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P015R001A043.npy
S013C002P015R002A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P015R002A008.npy
S013C002P015R002A009,NTU,A009,stand_up,low_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P015R002A009.npy
S013C002P015R002A042,NTU,A042,staggering,moderate_risk,73,25,3,"(73, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P015R002A042.npy
S013C002P015R002A043,NTU,A043,falling_down,high_risk,40,25,3,"(40, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P015R002A043.npy
S013C002P016R001A008,NTU,A008,sit_down,low_risk,49,25,3,"(49, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P016R001A008.npy
S013C002P016R001A009,NTU,A009,stand_up,low_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P016R001A009.npy
S013C002P016R001A042,NTU,A042,staggering,moderate_risk,159,25,3,"(159, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P016R001A042.npy
S013C002P016R001A043,NTU,A043,falling_down,high_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P016R001A043.npy
S013C002P016R002A008,NTU,A008,sit_down,low_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P016R002A008.npy
S013C002P016R002A009,NTU,A009,stand_up,low_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P016R002A009.npy
S013C002P016R002A042,NTU,A042,staggering,moderate_risk,93,25,3,"(93, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P016R002A042.npy
S013C002P016R002A043,NTU,A043,falling_down,high_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P016R002A043.npy
S013C002P017R001A008,NTU,A008,sit_down,low_risk,72,25,3,"(72, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P017R001A008.npy
S013C002P017R001A009,NTU,A009,stand_up,low_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P017R001A009.npy
S013C002P017R001A042,NTU,A042,staggering,moderate_risk,167,25,3,"(167, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P017R001A042.npy
S013C002P017R001A043,NTU,A043,falling_down,high_risk,51,25,3,"(51, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P017R001A043.npy
S013C002P017R002A008,NTU,A008,sit_down,low_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P017R002A008.npy
S013C002P017R002A009,NTU,A009,stand_up,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P017R002A009.npy
S013C002P017R002A042,NTU,A042,staggering,moderate_risk,115,25,3,"(115, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P017R002A042.npy
S013C002P017R002A043,NTU,A043,falling_down,high_risk,46,25,3,"(46, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P017R002A043.npy
S013C002P018R001A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P018R001A008.npy
S013C002P018R001A009,NTU,A009,stand_up,low_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P018R001A009.npy
S013C002P018R001A042,NTU,A042,staggering,moderate_risk,85,25,3,"(85, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P018R001A042.npy
S013C002P018R001A043,NTU,A043,falling_down,high_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P018R001A043.npy
S013C002P018R002A008,NTU,A008,sit_down,low_risk,55,25,3,"(55, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P018R002A008.npy
S013C002P018R002A009,NTU,A009,stand_up,low_risk,39,25,3,"(39, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P018R002A009.npy
S013C002P018R002A042,NTU,A042,staggering,moderate_risk,121,25,3,"(121, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P018R002A042.npy
S013C002P018R002A043,NTU,A043,falling_down,high_risk,50,25,3,"(50, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P018R002A043.npy
S013C002P019R001A008,NTU,A008,sit_down,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P019R001A008.npy
S013C002P019R001A009,NTU,A009,stand_up,low_risk,71,25,3,"(71, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P019R001A009.npy
S013C002P019R001A042,NTU,A042,staggering,moderate_risk,81,25,3,"(81, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P019R001A042.npy
S013C002P019R001A043,NTU,A043,falling_down,high_risk,60,25,3,"(60, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P019R001A043.npy
S013C002P019R002A008,NTU,A008,sit_down,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P019R002A008.npy
S013C002P019R002A009,NTU,A009,stand_up,low_risk,63,25,3,"(63, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P019R002A009.npy
S013C002P019R002A042,NTU,A042,staggering,moderate_risk,121,25,3,"(121, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P019R002A042.npy
S013C002P019R002A043,NTU,A043,falling_down,high_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P019R002A043.npy
S013C002P025R001A008,NTU,A008,sit_down,low_risk,74,25,3,"(74, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P025R001A008.npy
S013C002P025R001A009,NTU,A009,stand_up,low_risk,72,25,3,"(72, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P025R001A009.npy
S013C002P025R001A042,NTU,A042,staggering,moderate_risk,89,25,3,"(89, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P025R001A042.npy
S013C002P025R001A043,NTU,A043,falling_down,high_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P025R001A043.npy
S013C002P025R002A008,NTU,A008,sit_down,low_risk,90,25,3,"(90, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P025R002A008.npy
S013C002P025R002A009,NTU,A009,stand_up,low_risk,80,25,3,"(80, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P025R002A009.npy
S013C002P025R002A042,NTU,A042,staggering,moderate_risk,79,25,3,"(79, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P025R002A042.npy
S013C002P025R002A043,NTU,A043,falling_down,high_risk,58,25,3,"(58, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P025R002A043.npy
S013C002P027R001A008,NTU,A008,sit_down,low_risk,52,25,3,"(52, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P027R001A008.npy
S013C002P027R001A009,NTU,A009,stand_up,low_risk,54,25,3,"(54, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P027R001A009.npy
S013C002P027R001A042,NTU,A042,staggering,moderate_risk,68,25,3,"(68, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P027R001A042.npy
S013C002P027R001A043,NTU,A043,falling_down,high_risk,57,25,3,"(57, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P027R001A043.npy
S013C002P027R002A008,NTU,A008,sit_down,low_risk,53,25,3,"(53, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P027R002A008.npy
S013C002P027R002A009,NTU,A009,stand_up,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P027R002A009.npy
S013C002P027R002A042,NTU,A042,staggering,moderate_risk,66,25,3,"(66, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P027R002A042.npy
S013C002P027R002A043,NTU,A043,falling_down,high_risk,48,25,3,"(48, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P027R002A043.npy
S013C002P028R001A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P028R001A008.npy
S013C002P028R001A009,NTU,A009,stand_up,low_risk,45,25,3,"(45, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P028R001A009.npy
S013C002P028R001A042,NTU,A042,staggering,moderate_risk,132,25,3,"(132, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P028R001A042.npy
S013C002P028R001A043,NTU,A043,falling_down,high_risk,44,25,3,"(44, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P028R001A043.npy
S013C002P028R002A008,NTU,A008,sit_down,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P028R002A008.npy
S013C002P028R002A009,NTU,A009,stand_up,low_risk,47,25,3,"(47, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A009\S013C002P028R002A009.npy
S013C002P028R002A042,NTU,A042,staggering,moderate_risk,106,25,3,"(106, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A042\S013C002P028R002A042.npy
S013C002P028R002A043,NTU,A043,falling_down,high_risk,43,25,3,"(43, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A043\S013C002P028R002A043.npy
S013C002P037R001A008,NTU,A008,sit_down,low_risk,70,25,3,"(70, 25, 3)",C:\Users\VICTUS\Downloads\Research\outputs\NTU_Pose_Output\A008\S013C002P037R001A008.npy
